id,date_created,current_status,status_history,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35
6781,08/05/2021,Analyzed by lab,"['Created 08/05/2021 Trihealth Good Samaritan', 'Received 08/10/2021 Cincinnati Police Department', 'Received 08/10/2021 BCI London', 'Received 10/26/2021 Cincinnati Police Department']",Created 08/05/2021 Trihealth Good Samaritan,Received 08/10/2021 Cincinnati Police Department,Received 08/10/2021 BCI London,Received 10/26/2021 Cincinnati Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6782,09/29/2021,Analyzed by lab,"[""Created 09/29/2021 Akron Children's Hospital Main Campus"", 'Received 09/29/2021 Barberton Police Department', 'Received 09/30/2021 BCI Richfield', 'Received 01/31/2022 Barberton Police Department']",Created 09/29/2021 Akron Children's Hospital Main Campus,Received 09/29/2021 Barberton Police Department,Received 09/30/2021 BCI Richfield,Received 01/31/2022 Barberton Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6783,08/11/2021,Analyzed by lab,"[""Created 08/11/2021 Akron Children's Hospital Main Campus"", 'Received 08/11/2021 Kent Police Department', 'Received 08/16/2021 BCI Richfield', 'Received 10/05/2021 Kent Police Department']",Created 08/11/2021 Akron Children's Hospital Main Campus,Received 08/11/2021 Kent Police Department,Received 08/16/2021 BCI Richfield,Received 10/05/2021 Kent Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6784,09/15/2021,Analyzed by lab,"[""Created 09/15/2021 Akron Children's Hospital Main Campus"", 'Received 09/16/2021 Lodi Police Department', 'Received 09/23/2021 BCI Richfield', 'Received 11/18/2021 Lodi Police Department']",Created 09/15/2021 Akron Children's Hospital Main Campus,Received 09/16/2021 Lodi Police Department,Received 09/23/2021 BCI Richfield,Received 11/18/2021 Lodi Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6785,08/11/2021,Analyzed by lab,"[""Created 08/11/2021 Akron Children's Hospital Main Campus"", 'Received 08/11/2021 Akron Police Department', 'Received 08/13/2021 BCI Richfield', 'Received 10/01/2021 Akron Police Department']",Created 08/11/2021 Akron Children's Hospital Main Campus,Received 08/11/2021 Akron Police Department,Received 08/13/2021 BCI Richfield,Received 10/01/2021 Akron Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6786,09/13/2021,Analyzed by lab,"[""Created 09/13/2021 Akron Children's Hospital Main Campus"", 'Received 09/16/2021 Akron Police Department', 'Received 10/19/2021 BCI Richfield', 'Received 12/10/2021 Akron Police Department']",Created 09/13/2021 Akron Children's Hospital Main Campus,Received 09/16/2021 Akron Police Department,Received 10/19/2021 BCI Richfield,Received 12/10/2021 Akron Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6787,07/21/2021,Analyzed by lab,"[""Created 07/21/2021 Akron Children's Hospital Main Campus"", 'Received 07/22/2021 Akron Police Department', 'Received 08/13/2021 BCI Richfield', 'Received 10/01/2021 Akron Police Department']",Created 07/21/2021 Akron Children's Hospital Main Campus,Received 07/22/2021 Akron Police Department,Received 08/13/2021 BCI Richfield,Received 10/01/2021 Akron Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6788,09/26/2021,Analyzed by lab,"[""Created 09/26/2021 Akron Children's Hospital Main Campus"", 'Received 09/27/2021 Canton Police Department', 'Received 09/28/2021 BCI Richfield', 'Received 11/09/2021 Canton Police Department']",Created 09/26/2021 Akron Children's Hospital Main Campus,Received 09/27/2021 Canton Police Department,Received 09/28/2021 BCI Richfield,Received 11/09/2021 Canton Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6789,08/31/2021,Evidence collected (not received by law enforcement),"[""Created 08/31/2021 Akron Children's Hospital Main Campus""]",Created 08/31/2021 Akron Children's Hospital Main Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6790,07/11/2022,Analyzed by lab,"[""Created 07/11/2022 Akron Children's Hospital Main Campus"", 'Received 08/16/2022 Canton Police Department', 'Received 08/16/2022 BCI Richfield', 'Received 09/27/2022 Canton Police Department']",Created 07/11/2022 Akron Children's Hospital Main Campus,Received 08/16/2022 Canton Police Department,Received 08/16/2022 BCI Richfield,Received 09/27/2022 Canton Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6791,08/28/2021,Analyzed by lab,"[""Created 08/28/2021 Akron Children's Hospital Main Campus"", ""Received 10/05/2021 Stark County Sheriff's Office"", 'Received 10/06/2021 BCI Richfield', ""Received 12/20/2021 Stark County Sheriff's Office""]",Created 08/28/2021 Akron Children's Hospital Main Campus,Received 10/05/2021 Stark County Sheriff's Office,Received 10/06/2021 BCI Richfield,Received 12/20/2021 Stark County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6792,08/10/2021,Analyzed by lab,"[""Created 08/10/2021 ProMedica Toledo & Toledo Children's Hospital"", 'Received 08/11/2021 Toledo Police Department', 'Received 09/02/2021 BCI Bowling Green', 'Received 11/09/2021 Toledo Police Department']",Created 08/10/2021 ProMedica Toledo & Toledo Children's Hospital,Received 08/11/2021 Toledo Police Department,Received 09/02/2021 BCI Bowling Green,Received 11/09/2021 Toledo Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6793,08/11/2021,Analyzed by lab,"[""Created 08/11/2021 ProMedica Toledo & Toledo Children's Hospital"", ""Received 08/12/2021 Lucas County Sheriff's Office"", 'Received 08/17/2021 BCI Bowling Green', ""Received 09/30/2021 Lucas County Sheriff's Office""]",Created 08/11/2021 ProMedica Toledo & Toledo Children's Hospital,Received 08/12/2021 Lucas County Sheriff's Office,Received 08/17/2021 BCI Bowling Green,Received 09/30/2021 Lucas County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6796,08/02/2021,Analyzed by lab,"[""Created 08/02/2021 ProMedica Toledo & Toledo Children's Hospital"", 'Received 08/06/2021 Toledo Police Department', 'Received 08/17/2021 BCI Bowling Green', 'Received 10/13/2021 Toledo Police Department']",Created 08/02/2021 ProMedica Toledo & Toledo Children's Hospital,Received 08/06/2021 Toledo Police Department,Received 08/17/2021 BCI Bowling Green,Received 10/13/2021 Toledo Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6797,08/02/2021,Analyzed by lab,"[""Created 08/02/2021 ProMedica Toledo & Toledo Children's Hospital"", 'Received 08/16/2021 Put-in-Bay Police Department', 'Received 08/30/2021 BCI Bowling Green', ""Received 03/08/2022 Ottawa County Sheriff's Office""]",Created 08/02/2021 ProMedica Toledo & Toledo Children's Hospital,Received 08/16/2021 Put-in-Bay Police Department,Received 08/30/2021 BCI Bowling Green,Received 03/08/2022 Ottawa County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6798,07/30/2021,Analyzed by lab,"[""Created 07/30/2021 ProMedica Toledo & Toledo Children's Hospital"", 'Received 08/03/2021 Toledo Police Department', 'Received 08/17/2021 BCI Bowling Green', 'Received 10/13/2021 Toledo Police Department']",Created 07/30/2021 ProMedica Toledo & Toledo Children's Hospital,Received 08/03/2021 Toledo Police Department,Received 08/17/2021 BCI Bowling Green,Received 10/13/2021 Toledo Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6799,07/30/2021,Analyzed by lab,"[""Created 07/30/2021 ProMedica Toledo & Toledo Children's Hospital"", 'Received 07/30/2021 Toledo Police Department', 'Received 09/02/2021 BCI Bowling Green', 'Received 11/03/2021 Toledo Police Department']",Created 07/30/2021 ProMedica Toledo & Toledo Children's Hospital,Received 07/30/2021 Toledo Police Department,Received 09/02/2021 BCI Bowling Green,Received 11/03/2021 Toledo Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6801,08/02/2021,Analyzed by lab,"[""Created 08/02/2021 ProMedica Toledo & Toledo Children's Hospital"", 'Received 08/03/2021 Toledo Police Department', 'Received 08/19/2021 BCI Bowling Green', 'Received 11/03/2021 Toledo Police Department']",Created 08/02/2021 ProMedica Toledo & Toledo Children's Hospital,Received 08/03/2021 Toledo Police Department,Received 08/19/2021 BCI Bowling Green,Received 11/03/2021 Toledo Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6802,12/09/2021,Unused,"[""Created 12/09/2021 Mt. Carmel St. Ann's Hospital""]",Created 12/09/2021 Mt. Carmel St. Ann's Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6803,12/06/2021,Analyzed by lab,"[""Created 12/06/2021 Mt. Carmel St. Ann's Hospital"", 'Received 12/07/2021 Columbus Police Department', 'Received 06/22/2022 Columbus Police Crime Laboratory', 'Received 11/08/2022 Columbus Police Department']",Created 12/06/2021 Mt. Carmel St. Ann's Hospital,Received 12/07/2021 Columbus Police Department,Received 06/22/2022 Columbus Police Crime Laboratory,Received 11/08/2022 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6804,11/04/2021,Analyzed by lab,"[""Created 11/04/2021 Mt. Carmel St. Ann's Hospital"", 'Received 04/29/2022 Columbus Police Department', 'Received 04/29/2022 Columbus Police Crime Laboratory', 'Received 10/13/2022 Columbus Police Department']",Created 11/04/2021 Mt. Carmel St. Ann's Hospital,Received 04/29/2022 Columbus Police Department,Received 04/29/2022 Columbus Police Crime Laboratory,Received 10/13/2022 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6805,02/24/2022,Analyzed by lab,"['Created 02/24/2022 Mt. Carmel West (Franklinton) Free Standing Emergency Department', 'Received 02/24/2022 Columbus Police Department', 'Received 10/21/2022 Columbus Police Crime Laboratory', 'Received 02/27/2023 Columbus Police Department']",Created 02/24/2022 Mt. Carmel West (Franklinton) Free Standing Emergency Department,Received 02/24/2022 Columbus Police Department,Received 10/21/2022 Columbus Police Crime Laboratory,Received 02/27/2023 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6806,12/08/2021,Being analyzed by lab,"[""Created 12/08/2021 Mt. Carmel St. Ann's Hospital"", 'Received 11/16/2022 Columbus Police Department', 'Received 11/16/2022 Columbus Police Crime Laboratory']",Created 12/08/2021 Mt. Carmel St. Ann's Hospital,Received 11/16/2022 Columbus Police Department,Received 11/16/2022 Columbus Police Crime Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6808,08/05/2022,Ready to send to lab,"[""Created 08/05/2022 Mt. Carmel St. Ann's Hospital"", 'Received 08/15/2022 Columbus Police Department']",Created 08/05/2022 Mt. Carmel St. Ann's Hospital,Received 08/15/2022 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6809,01/22/2022,Analyzed by lab,"[""Created 01/22/2022 Mt. Carmel St. Ann's Hospital"", 'Received 01/23/2022 Columbus Police Department', 'Received 10/07/2022 Columbus Police Crime Laboratory', 'Received 02/24/2023 Columbus Police Department']",Created 01/22/2022 Mt. Carmel St. Ann's Hospital,Received 01/23/2022 Columbus Police Department,Received 10/07/2022 Columbus Police Crime Laboratory,Received 02/24/2023 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6810,03/28/2022,Being analyzed by lab,"[""Created 03/28/2022 Mt. Carmel St. Ann's Hospital"", 'Received 03/28/2022 Columbus Police Department', 'Received 12/12/2022 Columbus Police Crime Laboratory']",Created 03/28/2022 Mt. Carmel St. Ann's Hospital,Received 03/28/2022 Columbus Police Department,Received 12/12/2022 Columbus Police Crime Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6811,04/09/2022,Analyzed by lab,"['Created 04/09/2022 Mt. Carmel West (Franklinton) Free Standing Emergency Department', 'Received 04/09/2022 Columbus Police Department', 'Received 10/24/2022 Columbus Police Crime Laboratory', 'Received 10/24/2022 Columbus Police Crime Laboratory', 'Received 02/27/2023 Columbus Police Department']",Created 04/09/2022 Mt. Carmel West (Franklinton) Free Standing Emergency Department,Received 04/09/2022 Columbus Police Department,Received 10/24/2022 Columbus Police Crime Laboratory,Received 10/24/2022 Columbus Police Crime Laboratory,Received 02/27/2023 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,
6812,10/15/2021,Analyzed by lab,"['Created 10/15/2021 Greene Memorial Hospital', 'Received 10/26/2021 Xenia Police Division', 'Received 10/26/2021 Xenia Police Division', 'Received 10/26/2021 BCI London', 'Received 01/31/2022 Xenia Police Division']",Created 10/15/2021 Greene Memorial Hospital,Received 10/26/2021 Xenia Police Division,Received 10/26/2021 Xenia Police Division,Received 10/26/2021 BCI London,Received 01/31/2022 Xenia Police Division,,,,,,,,,,,,,,,,,,,,,,,,,,,
6813,06/24/2022,Analyzed by lab,"['Created 06/24/2022 Greene Memorial Hospital', ""Received 06/24/2022 Fayette County Sheriff's Office"", 'Received 07/01/2022 BCI London', ""Received 08/22/2022 Fayette County Sheriff's Office""]",Created 06/24/2022 Greene Memorial Hospital,Received 06/24/2022 Fayette County Sheriff's Office,Received 07/01/2022 BCI London,Received 08/22/2022 Fayette County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6814,05/08/2022,Analyzed by lab,"['Created 05/08/2022 Greene Memorial Hospital', ""Received 05/09/2022 Greene County Sheriff's Office"", 'Received 05/13/2022 BCI London', ""Received 07/15/2022 Greene County Sheriff's Office""]",Created 05/08/2022 Greene Memorial Hospital,Received 05/09/2022 Greene County Sheriff's Office,Received 05/13/2022 BCI London,Received 07/15/2022 Greene County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6815,04/15/2022,Evidence collected (not received by law enforcement),['Created 04/15/2022 Greene Memorial Hospital'],Created 04/15/2022 Greene Memorial Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6816,01/23/2022,Analyzed by lab,"['Created 01/23/2022 Greene Memorial Hospital', ""Received 01/24/2022 Greene County Sheriff's Office"", 'Received 01/28/2022 BCI London', ""Received 04/01/2022 Greene County Sheriff's Office""]",Created 01/23/2022 Greene Memorial Hospital,Received 01/24/2022 Greene County Sheriff's Office,Received 01/28/2022 BCI London,Received 04/01/2022 Greene County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6817,05/27/2022,Evidence collected (not received by law enforcement),['Created 05/27/2022 Greene Memorial Hospital'],Created 05/27/2022 Greene Memorial Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6818,09/02/2022,Analyzed by lab,"['Created 09/02/2022 Greene Memorial Hospital', 'Received 09/09/2022 Xenia Police Division', 'Received 09/14/2022 BCI London', 'Received 11/21/2022 Xenia Police Division']",Created 09/02/2022 Greene Memorial Hospital,Received 09/09/2022 Xenia Police Division,Received 09/14/2022 BCI London,Received 11/21/2022 Xenia Police Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6819,01/08/2022,Analyzed by lab,"['Created 01/08/2022 Greene Memorial Hospital', 'Received 01/08/2022 Xenia Police Division', 'Received 02/17/2022 BCI London', 'Received 04/14/2022 Xenia Police Division']",Created 01/08/2022 Greene Memorial Hospital,Received 01/08/2022 Xenia Police Division,Received 02/17/2022 BCI London,Received 04/14/2022 Xenia Police Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6820,09/03/2022,Evidence collected (not received by law enforcement),['Created 09/03/2022 Greene Memorial Hospital'],Created 09/03/2022 Greene Memorial Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6821,02/26/2022,Analyzed by lab,"['Created 02/26/2022 Greene Memorial Hospital', 'Received 03/01/2022 Xenia Police Division', 'Received 03/16/2022 BCI London', 'Received 06/07/2022 Xenia Police Division']",Created 02/26/2022 Greene Memorial Hospital,Received 03/01/2022 Xenia Police Division,Received 03/16/2022 BCI London,Received 06/07/2022 Xenia Police Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6822,09/29/2021,Analyzed by lab,"['Created 09/29/2021 OhioHealth Grant Medical Center', 'Received 09/30/2021 Columbus Police Department', 'Received 09/30/2021 Columbus Police Crime Laboratory', 'Received 08/15/2022 Columbus Police Department']",Created 09/29/2021 OhioHealth Grant Medical Center,Received 09/30/2021 Columbus Police Department,Received 09/30/2021 Columbus Police Crime Laboratory,Received 08/15/2022 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6823,11/09/2021,Being analyzed by lab,"['Created 11/09/2021 OhioHealth Doctors Hospital', 'Received 11/12/2021 Columbus Police Department', 'Received 11/07/2022 Columbus Police Crime Laboratory']",Created 11/09/2021 OhioHealth Doctors Hospital,Received 11/12/2021 Columbus Police Department,Received 11/07/2022 Columbus Police Crime Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6824,09/11/2021,Analyzed by lab,"['Created 09/11/2021 OhioHealth Grant Medical Center', 'Received 09/16/2021 Columbus Police Department', 'Received 09/29/2021 Columbus Police Crime Laboratory', 'Received 08/15/2022 Columbus Police Department']",Created 09/11/2021 OhioHealth Grant Medical Center,Received 09/16/2021 Columbus Police Department,Received 09/29/2021 Columbus Police Crime Laboratory,Received 08/15/2022 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6825,09/11/2021,Analyzed by lab,"['Created 09/11/2021 OhioHealth Grant Medical Center', 'Received 09/27/2021 Columbus Police Department', 'Received 09/27/2021 Columbus Police Department', 'Received 09/27/2021 Columbus Police Department', 'Received 09/27/2021 Columbus Police Crime Laboratory', 'Received 09/27/2021 Columbus Police Crime Laboratory', 'Received 10/13/2022 Columbus Police Department']",Created 09/11/2021 OhioHealth Grant Medical Center,Received 09/27/2021 Columbus Police Department,Received 09/27/2021 Columbus Police Department,Received 09/27/2021 Columbus Police Department,Received 09/27/2021 Columbus Police Crime Laboratory,Received 09/27/2021 Columbus Police Crime Laboratory,Received 10/13/2022 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,
6826,11/21/2021,Unused,['Created 11/21/2021 OhioHealth Doctors Hospital'],Created 11/21/2021 OhioHealth Doctors Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6827,04/04/2022,Analyzed by lab,"['Created 04/04/2022 OhioHealth Grant Medical Center', 'Received 04/05/2022 Columbus Police Department', 'Received 04/05/2022 Columbus Police Crime Laboratory', 'Received 10/13/2022 Columbus Police Department']",Created 04/04/2022 OhioHealth Grant Medical Center,Received 04/05/2022 Columbus Police Department,Received 04/05/2022 Columbus Police Crime Laboratory,Received 10/13/2022 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6828,09/29/2021,Analyzed by lab,"['Created 09/29/2021 OhioHealth Grant Medical Center', 'Received 09/30/2021 Columbus Police Department', 'Received 09/30/2021 Columbus Police Crime Laboratory', 'Received 09/30/2021 Columbus Police Crime Laboratory', 'Received 08/26/2022 Columbus Police Department']",Created 09/29/2021 OhioHealth Grant Medical Center,Received 09/30/2021 Columbus Police Department,Received 09/30/2021 Columbus Police Crime Laboratory,Received 09/30/2021 Columbus Police Crime Laboratory,Received 08/26/2022 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,
